index,object_class,object_name,x,y,z,ambiguous,overlaps
289,Water,Water.001,8.10882568359375,0.02933448553085327,1.9649845361709595,0,0
290,VitaBuzz,VitaBuzz.001,8.612279891967773,0.029334723949432373,1.8303897380828857,0,0
291,RedBull_Zero,RedBull_Zero.001,7.49147367477417,0.029334723949432373,1.8303897380828857,0,0
292,Pepsi_Zero,Pepsi_Zero.001,9.102306365966797,0.029334723949432373,1.6367193460464478,0,0
293,Water,Water.001,8.10882568359375,0.02933448553085327,1.9649845361709595,0,0
294,VitaBuzz,VitaBuzz.001,8.612279891967773,0.029334723949432373,1.8303897380828857,0,0
295,RedBull_Zero,RedBull_Zero.001,7.49147367477417,0.029334723949432373,1.8303897380828857,0,0
296,Pepsi_Zero,Pepsi_Zero.001,9.102306365966797,0.029334723949432373,1.6367193460464478,0,0
297,Water,Water.001,8.10882568359375,0.02933448553085327,1.9649845361709595,0,0
298,VitaBuzz,VitaBuzz.001,8.612279891967773,0.029334723949432373,1.8303897380828857,0,0
299,RedBull_Zero,RedBull_Zero.001,7.49147367477417,0.029334723949432373,1.8303897380828857,0,0
300,Pepsi_Zero,Pepsi_Zero.001,9.102306365966797,0.029334723949432373,1.6367193460464478,0,0
301,Water,Water.001,8.10882568359375,0.02933448553085327,1.9649845361709595,0,0
302,VitaBuzz,VitaBuzz.001,8.612279891967773,0.029334723949432373,1.8303897380828857,0,0
303,RedBull_Zero,RedBull_Zero.001,7.49147367477417,0.029334723949432373,1.8303897380828857,0,0
304,Pepsi_Zero,Pepsi_Zero.001,9.102306365966797,0.029334723949432373,1.6367193460464478,0,0
305,Wine_White,Wine_White.001,10.52370834350586,0.029334723949432373,1.63780677318573,0,0
306,Water,Water.001,8.10882568359375,0.02933448553085327,1.9649845361709595,0,0
307,VitaBuzz,VitaBuzz.001,8.612279891967773,0.029334723949432373,1.8303897380828857,0,0
308,Pepsi_Zero,Pepsi_Zero.001,9.102306365966797,0.029334723949432373,1.6367193460464478,0,0
309,Wine_White,Wine_White.001,10.52370834350586,0.029334723949432373,1.63780677318573,0,0
310,Water,Water.001,8.10882568359375,0.02933448553085327,1.9649845361709595,0,0
311,VitaBuzz,VitaBuzz.001,8.612279891967773,0.029334723949432373,1.8303897380828857,0,0
312,Pepsi_Zero,Pepsi_Zero.001,9.102306365966797,0.029334723949432373,1.6367193460464478,0,0
313,Wine_White,Wine_White.001,10.52370834350586,0.029334723949432373,1.63780677318573,0,0
314,Water,Water.001,8.10882568359375,0.02933448553085327,1.9649845361709595,0,0
315,VitaBuzz,VitaBuzz.001,8.612279891967773,0.029334723949432373,1.8303897380828857,0,0
316,Pepsi_Zero,Pepsi_Zero.001,9.102306365966797,0.029334723949432373,1.6367193460464478,0,0
317,Wine_White,Wine_White.001,10.52370834350586,0.029334723949432373,1.63780677318573,0,0
318,VitaBuzz_Zero,VitaBuzz_Zero.001,11.276224136352539,0.029334723949432373,1.8303897380828857,0,0
319,VitaBuzz,VitaBuzz.001,8.612279891967773,0.029334723949432373,1.8303897380828857,0,0
320,Pepsi_Zero,Pepsi_Zero.001,9.102306365966797,0.029334723949432373,1.6367193460464478,0,0
321,Wine_White,Wine_White.001,10.52370834350586,0.029334723949432373,1.63780677318573,0,0
322,VitaBuzz_Zero,VitaBuzz_Zero.001,11.276224136352539,0.029334723949432373,1.8303897380828857,0,0
323,VitaBuzz,VitaBuzz.001,8.612279891967773,0.029334723949432373,1.8303897380828857,0,0
324,Pepsi_Zero,Pepsi_Zero.001,9.102306365966797,0.029334723949432373,1.6367193460464478,0,0
325,Wine_White,Wine_White.001,10.52370834350586,0.029334723949432373,1.63780677318573,0,0
326,VitaBuzz_Zero,VitaBuzz_Zero.001,11.276224136352539,0.029334723949432373,1.8303897380828857,0,0
327,VitaBuzz,VitaBuzz.001,8.612279891967773,0.029334723949432373,1.8303897380828857,0,0
328,Pepsi_Zero,Pepsi_Zero.001,9.102306365966797,0.029334723949432373,1.6367193460464478,0,0
329,Wine_White,Wine_White.001,10.52370834350586,0.029334723949432373,1.63780677318573,0,0
330,VitaBuzz_Zero,VitaBuzz_Zero.001,11.276224136352539,0.029334723949432373,1.8303897380828857,0,0
331,Pepsi_Zero,Pepsi_Zero.001,9.102306365966797,0.029334723949432373,1.6367193460464478,0,0
332,Wine_White,Wine_White.001,10.52370834350586,0.029334723949432373,1.63780677318573,0,0
333,VitaBuzz_Zero,VitaBuzz_Zero.001,11.276224136352539,0.029334723949432373,1.8303897380828857,0,0
334,Pepsi_Zero,Pepsi_Zero.001,9.102306365966797,0.029334723949432373,1.6367193460464478,0,0
335,Wine_White,Wine_White.001,10.52370834350586,0.029334723949432373,1.63780677318573,0,0
336,VitaBuzz_Zero,VitaBuzz_Zero.001,11.276224136352539,0.029334723949432373,1.8303897380828857,0,0
337,Wine_White,Wine_White.001,10.52370834350586,0.029334723949432373,1.63780677318573,0,0
338,VitaBuzz_Zero,VitaBuzz_Zero.001,11.276224136352539,0.029334723949432373,1.8303897380828857,0,0
339,Wine_White,Wine_White.001,10.52370834350586,0.029334723949432373,1.63780677318573,0,0
340,Pepsi,Pepsi.002,12.48458480834961,0.02999114990234375,1.6367193460464478,0,0
341,VitaBuzz_Zero,VitaBuzz_Zero.001,11.276224136352539,0.029334723949432373,1.8303897380828857,0,0
342,Wine_White,Wine_White.001,10.52370834350586,0.029334723949432373,1.63780677318573,0,0
343,Pepsi,Pepsi.002,12.48458480834961,0.02999114990234375,1.6367193460464478,0,0
344,VitaBuzz_Zero,VitaBuzz_Zero.001,11.276224136352539,0.029334723949432373,1.8303897380828857,0,0
345,RedBull,RedBull.002,12.957845687866211,0.02999114990234375,1.8303897380828857,0,0
346,Wine_White,Wine_White.001,10.52370834350586,0.029334723949432373,1.63780677318573,0,0
347,Pepsi,Pepsi.002,12.48458480834961,0.02999114990234375,1.6367193460464478,0,0
348,VitaBuzz_Zero,VitaBuzz_Zero.001,11.276224136352539,0.029334723949432373,1.8303897380828857,0,0
349,RedBull,RedBull.002,12.957845687866211,0.02999114990234375,1.8303897380828857,0,0
350,Wine_White,Wine_White.001,10.52370834350586,0.029334723949432373,1.63780677318573,0,0
351,Pepsi,Pepsi.002,12.48458480834961,0.02999114990234375,1.6367193460464478,0,0
352,VitaBuzz_Zero,VitaBuzz_Zero.001,11.276224136352539,0.029334723949432373,1.8303897380828857,0,0
353,RedBull,RedBull.002,12.957845687866211,0.02999114990234375,1.8303897380828857,0,0
354,Wine_White,Wine_White.001,10.52370834350586,0.029334723949432373,1.63780677318573,0,0
355,Pepsi,Pepsi.002,12.48458480834961,0.02999114990234375,1.6367193460464478,0,0
356,Water_Lemon,Water_Lemon.002,13.489028930664062,0.02999091148376465,1.9649845361709595,0,0
357,VitaBuzz_Zero,VitaBuzz_Zero.001,11.276224136352539,0.029334723949432373,1.8303897380828857,0,0
358,RedBull,RedBull.002,12.957845687866211,0.02999114990234375,1.8303897380828857,0,0
359,Wine_White,Wine_White.001,10.52370834350586,0.029334723949432373,1.63780677318573,0,0
360,Pepsi,Pepsi.002,12.48458480834961,0.02999114990234375,1.6367193460464478,0,0
361,Water_Lemon,Water_Lemon.002,13.489028930664062,0.02999091148376465,1.9649845361709595,0,0
362,VitaBuzz_Zero,VitaBuzz_Zero.001,11.276224136352539,0.029334723949432373,1.8303897380828857,0,0
363,RedBull,RedBull.002,12.957845687866211,0.02999114990234375,1.8303897380828857,0,0
364,Pepsi,Pepsi.002,12.48458480834961,0.02999114990234375,1.6367193460464478,0,0
365,Water_Lemon,Water_Lemon.002,13.489028930664062,0.02999091148376465,1.9649845361709595,0,0
366,VitaBuzz_Zero,VitaBuzz_Zero.001,11.276224136352539,0.029334723949432373,1.8303897380828857,0,0
367,RedBull,RedBull.002,12.957845687866211,0.02999114990234375,1.8303897380828857,0,0
368,Pepsi,Pepsi.002,12.48458480834961,0.02999114990234375,1.6367193460464478,0,0
369,Water_Lemon,Water_Lemon.002,13.489028930664062,0.02999091148376465,1.9649845361709595,0,0
370,VitaBuzz_Zero,VitaBuzz_Zero.001,11.276224136352539,0.029334723949432373,1.8303897380828857,0,0
371,RedBull,RedBull.002,12.957845687866211,0.02999114990234375,1.8303897380828857,0,0
372,Pepsi,Pepsi.002,12.48458480834961,0.02999114990234375,1.6367193460464478,0,0
373,Water_Lemon,Water_Lemon.002,13.489028930664062,0.02999091148376465,1.9649845361709595,0,0
374,VitaBuzz_Zero,VitaBuzz_Zero.001,11.276224136352539,0.029334723949432373,1.8303897380828857,0,0
375,RedBull,RedBull.002,12.957845687866211,0.02999114990234375,1.8303897380828857,0,0
376,Pepsi,Pepsi.002,12.48458480834961,0.02999114990234375,1.6367193460464478,0,0
377,MakoEnergy,MakoEnergy.002,14.573015213012695,0.02999114990234375,1.8303897380828857,0,0
378,Water_Lemon,Water_Lemon.002,13.489028930664062,0.02999091148376465,1.9649845361709595,0,0
379,RedBull,RedBull.002,12.957845687866211,0.02999114990234375,1.8303897380828857,0,0
380,Pepsi,Pepsi.002,12.48458480834961,0.02999114990234375,1.6367193460464478,0,0
381,MakoEnergy,MakoEnergy.002,14.573015213012695,0.02999114990234375,1.8303897380828857,0,0
382,Water_Lemon,Water_Lemon.002,13.489028930664062,0.02999091148376465,1.9649845361709595,0,0
383,RedBull,RedBull.002,12.957845687866211,0.02999114990234375,1.8303897380828857,0,0
384,Pepsi,Pepsi.002,12.48458480834961,0.02999114990234375,1.6367193460464478,0,0
385,MakoEnergy,MakoEnergy.002,14.573015213012695,0.02999114990234375,1.8303897380828857,0,0
386,Water_Lemon,Water_Lemon.002,13.489028930664062,0.02999091148376465,1.9649845361709595,0,0
387,RedBull,RedBull.002,12.957845687866211,0.02999114990234375,1.8303897380828857,0,0
388,Pepsi,Pepsi.002,12.48458480834961,0.02999114990234375,1.6367193460464478,0,0
389,Wine_Red,Wine_Red.002,15.156515121459961,0.02999114990234375,1.63780677318573,0,0
390,MakoEnergy,MakoEnergy.002,14.573015213012695,0.02999114990234375,1.8303897380828857,0,0
391,Water_Lemon,Water_Lemon.002,13.489028930664062,0.02999091148376465,1.9649845361709595,0,0
392,RedBull,RedBull.002,12.957845687866211,0.02999114990234375,1.8303897380828857,0,0
393,Pepsi,Pepsi.002,12.48458480834961,0.02999114990234375,1.6367193460464478,0,0
394,Wine_Red,Wine_Red.002,15.156515121459961,0.02999114990234375,1.63780677318573,0,0
395,MakoEnergy,MakoEnergy.002,14.573015213012695,0.02999114990234375,1.8303897380828857,0,0
396,Water_Lemon,Water_Lemon.002,13.489028930664062,0.02999091148376465,1.9649845361709595,0,0
397,RedBull,RedBull.002,12.957845687866211,0.02999114990234375,1.8303897380828857,0,0
398,Pepsi,Pepsi.002,12.48458480834961,0.02999114990234375,1.6367193460464478,0,0
399,Wine_Red,Wine_Red.002,15.156515121459961,0.02999114990234375,1.63780677318573,0,0
400,MakoEnergy,MakoEnergy.002,14.573015213012695,0.02999114990234375,1.8303897380828857,0,0
401,Water_Lemon,Water_Lemon.002,13.489028930664062,0.02999091148376465,1.9649845361709595,0,0
402,RedBull,RedBull.002,12.957845687866211,0.02999114990234375,1.8303897380828857,0,0
403,Pepsi,Pepsi.002,12.48458480834961,0.02999114990234375,1.6367193460464478,0,0
404,Wine_Red,Wine_Red.002,15.156515121459961,0.02999114990234375,1.63780677318573,0,0
405,MakoEnergy,MakoEnergy.002,14.573015213012695,0.02999114990234375,1.8303897380828857,0,0
406,Water_Lemon,Water_Lemon.002,13.489028930664062,0.02999091148376465,1.9649845361709595,0,0
407,RedBull_Zero,RedBull_Zero.002,15.781307220458984,0.02999114990234375,1.8303897380828857,0,0
408,RedBull,RedBull.002,12.957845687866211,0.02999114990234375,1.8303897380828857,0,0
409,Wine_Red,Wine_Red.002,15.156515121459961,0.02999114990234375,1.63780677318573,0,0
410,MakoEnergy,MakoEnergy.002,14.573015213012695,0.02999114990234375,1.8303897380828857,0,0
411,Water_Lemon,Water_Lemon.002,13.489028930664062,0.02999091148376465,1.9649845361709595,0,0
412,RedBull_Zero,RedBull_Zero.002,15.781307220458984,0.02999114990234375,1.8303897380828857,0,0
413,RedBull,RedBull.002,12.957845687866211,0.02999114990234375,1.8303897380828857,0,0
414,Wine_Red,Wine_Red.002,15.156515121459961,0.02999114990234375,1.63780677318573,0,0
415,MakoEnergy,MakoEnergy.002,14.573015213012695,0.02999114990234375,1.8303897380828857,0,0
416,Water_Lemon,Water_Lemon.002,13.489028930664062,0.02999091148376465,1.9649845361709595,0,0
417,RedBull_Zero,RedBull_Zero.002,15.781307220458984,0.02999114990234375,1.8303897380828857,0,0
418,RedBull,RedBull.002,12.957845687866211,0.02999114990234375,1.8303897380828857,0,0
419,Wine_Red,Wine_Red.002,15.156515121459961,0.02999114990234375,1.63780677318573,0,0
420,MakoEnergy,MakoEnergy.002,14.573015213012695,0.02999114990234375,1.8303897380828857,0,0
421,Water_Lemon,Water_Lemon.002,13.489028930664062,0.02999091148376465,1.9649845361709595,0,0
422,Water,Water.002,16.398658752441406,0.02999091148376465,1.9649845361709595,0,0
423,RedBull_Zero,RedBull_Zero.002,15.781307220458984,0.02999114990234375,1.8303897380828857,0,0
424,Wine_Red,Wine_Red.002,15.156515121459961,0.02999114990234375,1.63780677318573,0,0
425,MakoEnergy,MakoEnergy.002,14.573015213012695,0.02999114990234375,1.8303897380828857,0,0
426,Water_Lemon,Water_Lemon.002,13.489028930664062,0.02999091148376465,1.9649845361709595,0,0
427,Water,Water.002,16.398658752441406,0.02999091148376465,1.9649845361709595,0,0
428,RedBull_Zero,RedBull_Zero.002,15.781307220458984,0.02999114990234375,1.8303897380828857,0,0
429,Wine_Red,Wine_Red.002,15.156515121459961,0.02999114990234375,1.63780677318573,0,0
430,MakoEnergy,MakoEnergy.002,14.573015213012695,0.02999114990234375,1.8303897380828857,0,0
431,Water,Water.002,16.398658752441406,0.02999091148376465,1.9649845361709595,0,0
432,RedBull_Zero,RedBull_Zero.002,15.781307220458984,0.02999114990234375,1.8303897380828857,0,0
433,Wine_Red,Wine_Red.002,15.156515121459961,0.02999114990234375,1.63780677318573,0,0
434,MakoEnergy,MakoEnergy.002,14.573015213012695,0.02999114990234375,1.8303897380828857,0,0
435,Water,Water.002,16.398658752441406,0.02999091148376465,1.9649845361709595,0,0
436,VitaBuzz,VitaBuzz.002,16.90211296081543,0.02999114990234375,1.8303897380828857,0,0
437,RedBull_Zero,RedBull_Zero.002,15.781307220458984,0.02999114990234375,1.8303897380828857,0,0
438,Wine_Red,Wine_Red.002,15.156515121459961,0.02999114990234375,1.63780677318573,0,0
439,MakoEnergy,MakoEnergy.002,14.573015213012695,0.02999114990234375,1.8303897380828857,0,0
440,Water,Water.002,16.398658752441406,0.02999091148376465,1.9649845361709595,0,0
441,VitaBuzz,VitaBuzz.002,16.90211296081543,0.02999114990234375,1.8303897380828857,0,0
442,RedBull_Zero,RedBull_Zero.002,15.781307220458984,0.02999114990234375,1.8303897380828857,0,0
443,Wine_Red,Wine_Red.002,15.156515121459961,0.02999114990234375,1.63780677318573,0,0
444,MakoEnergy,MakoEnergy.002,14.573015213012695,0.02999114990234375,1.8303897380828857,0,0
445,Water,Water.002,16.398658752441406,0.02999091148376465,1.9649845361709595,0,0
446,VitaBuzz,VitaBuzz.002,16.90211296081543,0.02999114990234375,1.8303897380828857,0,0
447,RedBull_Zero,RedBull_Zero.002,15.781307220458984,0.02999114990234375,1.8303897380828857,0,0
448,Pepsi_Zero,Pepsi_Zero.002,17.392139434814453,0.02999114990234375,1.6367193460464478,0,0
449,Wine_Red,Wine_Red.002,15.156515121459961,0.02999114990234375,1.63780677318573,0,0
450,MakoEnergy,MakoEnergy.002,14.573015213012695,0.02999114990234375,1.8303897380828857,0,0
451,Water,Water.002,16.398658752441406,0.02999091148376465,1.9649845361709595,0,0
452,VitaBuzz,VitaBuzz.002,16.90211296081543,0.02999114990234375,1.8303897380828857,0,0
453,RedBull_Zero,RedBull_Zero.002,15.781307220458984,0.02999114990234375,1.8303897380828857,0,0
454,Pepsi_Zero,Pepsi_Zero.002,17.392139434814453,0.02999114990234375,1.6367193460464478,0,0
455,Wine_Red,Wine_Red.002,15.156515121459961,0.02999114990234375,1.63780677318573,0,0
456,MakoEnergy,MakoEnergy.002,14.573015213012695,0.02999114990234375,1.8303897380828857,0,0
457,Water,Water.002,16.398658752441406,0.02999091148376465,1.9649845361709595,0,0
458,VitaBuzz,VitaBuzz.002,16.90211296081543,0.02999114990234375,1.8303897380828857,0,0
459,RedBull_Zero,RedBull_Zero.002,15.781307220458984,0.02999114990234375,1.8303897380828857,0,0
460,Pepsi_Zero,Pepsi_Zero.002,17.392139434814453,0.02999114990234375,1.6367193460464478,0,0
461,Wine_Red,Wine_Red.002,15.156515121459961,0.02999114990234375,1.63780677318573,0,0
462,Water,Water.002,16.398658752441406,0.02999091148376465,1.9649845361709595,0,0
463,VitaBuzz,VitaBuzz.002,16.90211296081543,0.02999114990234375,1.8303897380828857,0,0
464,RedBull_Zero,RedBull_Zero.002,15.781307220458984,0.02999114990234375,1.8303897380828857,0,0
465,Pepsi_Zero,Pepsi_Zero.002,17.392139434814453,0.02999114990234375,1.6367193460464478,0,0
466,Wine_Red,Wine_Red.002,15.156515121459961,0.02999114990234375,1.63780677318573,0,0
467,Water,Water.002,16.398658752441406,0.02999091148376465,1.9649845361709595,0,0
468,VitaBuzz,VitaBuzz.002,16.90211296081543,0.02999114990234375,1.8303897380828857,0,0
469,RedBull_Zero,RedBull_Zero.002,15.781307220458984,0.02999114990234375,1.8303897380828857,0,0
470,Pepsi_Zero,Pepsi_Zero.002,17.392139434814453,0.02999114990234375,1.6367193460464478,0,0
471,Water,Water.002,16.398658752441406,0.02999091148376465,1.9649845361709595,0,0
472,VitaBuzz,VitaBuzz.002,16.90211296081543,0.02999114990234375,1.8303897380828857,0,0
473,RedBull_Zero,RedBull_Zero.002,15.781307220458984,0.02999114990234375,1.8303897380828857,0,0
474,Pepsi_Zero,Pepsi_Zero.002,17.392139434814453,0.02999114990234375,1.6367193460464478,0,0
475,Water,Water.002,16.398658752441406,0.02999091148376465,1.9649845361709595,0,0
476,VitaBuzz,VitaBuzz.002,16.90211296081543,0.02999114990234375,1.8303897380828857,0,0
477,RedBull_Zero,RedBull_Zero.002,15.781307220458984,0.02999114990234375,1.8303897380828857,0,0
478,Pepsi_Zero,Pepsi_Zero.002,17.392139434814453,0.02999114990234375,1.6367193460464478,0,0
479,Water,Water.002,16.398658752441406,0.02999091148376465,1.9649845361709595,0,0
480,VitaBuzz,VitaBuzz.002,16.90211296081543,0.02999114990234375,1.8303897380828857,0,0
481,RedBull_Zero,RedBull_Zero.002,15.781307220458984,0.02999114990234375,1.8303897380828857,0,0
482,Pepsi_Zero,Pepsi_Zero.002,17.392139434814453,0.02999114990234375,1.6367193460464478,0,0
483,Water,Water.002,16.398658752441406,0.02999091148376465,1.9649845361709595,0,0
484,VitaBuzz,VitaBuzz.002,16.90211296081543,0.02999114990234375,1.8303897380828857,0,0
485,RedBull_Zero,RedBull_Zero.002,15.781307220458984,0.02999114990234375,1.8303897380828857,0,0
486,Pepsi_Zero,Pepsi_Zero.002,17.392139434814453,0.02999114990234375,1.6367193460464478,0,0
487,Wine_White,Wine_White.002,18.81354331970215,0.02999114990234375,1.63780677318573,0,0
488,Water,Water.002,16.398658752441406,0.02999091148376465,1.9649845361709595,1,0
489,VitaBuzz,VitaBuzz.002,16.90211296081543,0.02999114990234375,1.8303897380828857,0,0
490,Pepsi_Zero,Pepsi_Zero.002,17.392139434814453,0.02999114990234375,1.6367193460464478,0,0
491,Wine_White,Wine_White.002,18.81354331970215,0.02999114990234375,1.63780677318573,0,0
492,Water,Water.002,16.398658752441406,0.02999091148376465,1.9649845361709595,1,0
493,VitaBuzz,VitaBuzz.002,16.90211296081543,0.02999114990234375,1.8303897380828857,0,0
494,Pepsi_Zero,Pepsi_Zero.002,17.392139434814453,0.02999114990234375,1.6367193460464478,0,0
495,Wine_White,Wine_White.002,18.81354331970215,0.02999114990234375,1.63780677318573,0,0
496,Water,Water.002,16.398658752441406,0.02999091148376465,1.9649845361709595,1,0
497,VitaBuzz_Zero,VitaBuzz_Zero.002,19.566059112548828,0.02999114990234375,1.8303897380828857,0,0
498,VitaBuzz,VitaBuzz.002,16.90211296081543,0.02999114990234375,1.8303897380828857,0,0
499,Pepsi_Zero,Pepsi_Zero.002,17.392139434814453,0.02999114990234375,1.6367193460464478,0,0
500,Wine_White,Wine_White.002,18.81354331970215,0.02999114990234375,1.63780677318573,0,0
501,VitaBuzz_Zero,VitaBuzz_Zero.002,19.566059112548828,0.02999114990234375,1.8303897380828857,0,0
502,VitaBuzz,VitaBuzz.002,16.90211296081543,0.02999114990234375,1.8303897380828857,0,0
503,Pepsi_Zero,Pepsi_Zero.002,17.392139434814453,0.02999114990234375,1.6367193460464478,0,0
504,Wine_White,Wine_White.002,18.81354331970215,0.02999114990234375,1.63780677318573,0,0
505,VitaBuzz_Zero,VitaBuzz_Zero.002,19.566059112548828,0.02999114990234375,1.8303897380828857,0,0
506,VitaBuzz,VitaBuzz.002,16.90211296081543,0.02999114990234375,1.8303897380828857,0,0
507,Pepsi_Zero,Pepsi_Zero.002,17.392139434814453,0.02999114990234375,1.6367193460464478,0,0
508,Wine_White,Wine_White.002,18.81354331970215,0.02999114990234375,1.63780677318573,0,0
509,VitaBuzz_Zero,VitaBuzz_Zero.002,19.566059112548828,0.02999114990234375,1.8303897380828857,0,0
510,Pepsi_Zero,Pepsi_Zero.002,17.392139434814453,0.02999114990234375,1.6367193460464478,0,0
511,Wine_White,Wine_White.002,18.81354331970215,0.02999114990234375,1.63780677318573,0,0
512,VitaBuzz_Zero,VitaBuzz_Zero.002,19.566059112548828,0.02999114990234375,1.8303897380828857,0,0
513,Pepsi_Zero,Pepsi_Zero.002,17.392139434814453,0.02999114990234375,1.6367193460464478,0,0
514,Wine_White,Wine_White.002,18.81354331970215,0.02999114990234375,1.63780677318573,0,0
515,VitaBuzz_Zero,VitaBuzz_Zero.002,19.566059112548828,0.02999114990234375,1.8303897380828857,0,0
516,Pepsi_Zero,Pepsi_Zero.002,17.392139434814453,0.02999114990234375,1.6367193460464478,0,0
517,Wine_White,Wine_White.002,18.81354331970215,0.02999114990234375,1.63780677318573,0,0
518,VitaBuzz_Zero,VitaBuzz_Zero.002,19.566059112548828,0.02999114990234375,1.8303897380828857,0,0
519,Wine_White,Wine_White.002,18.81354331970215,0.02999114990234375,1.63780677318573,0,0
520,VitaBuzz_Zero,VitaBuzz_Zero.002,19.566059112548828,0.02999114990234375,1.8303897380828857,0,0
521,Wine_White,Wine_White.002,18.81354331970215,0.02999114990234375,1.63780677318573,0,0
522,Pepsi,Pepsi.003,20.857927322387695,0.009076178073883057,1.6367193460464478,0,0
523,VitaBuzz_Zero,VitaBuzz_Zero.002,19.566059112548828,0.02999114990234375,1.8303897380828857,0,0
524,Wine_White,Wine_White.002,18.81354331970215,0.02999114990234375,1.63780677318573,0,0
525,Pepsi,Pepsi.003,20.857927322387695,0.009076178073883057,1.6367193460464478,0,0
526,VitaBuzz_Zero,VitaBuzz_Zero.002,19.566059112548828,0.02999114990234375,1.8303897380828857,0,0
527,RedBull,RedBull.003,21.331188201904297,0.009076178073883057,1.8303897380828857,0,0
528,Wine_White,Wine_White.002,18.81354331970215,0.02999114990234375,1.63780677318573,0,0
529,Pepsi,Pepsi.003,20.857927322387695,0.009076178073883057,1.6367193460464478,0,0
530,VitaBuzz_Zero,VitaBuzz_Zero.002,19.566059112548828,0.02999114990234375,1.8303897380828857,0,0
531,RedBull,RedBull.003,21.331188201904297,0.009076178073883057,1.8303897380828857,0,0
532,Wine_White,Wine_White.002,18.81354331970215,0.02999114990234375,1.63780677318573,0,0
533,Pepsi,Pepsi.003,20.857927322387695,0.009076178073883057,1.6367193460464478,0,0
534,VitaBuzz_Zero,VitaBuzz_Zero.002,19.566059112548828,0.02999114990234375,1.8303897380828857,0,0
535,RedBull,RedBull.003,21.331188201904297,0.009076178073883057,1.8303897380828857,0,0
536,Wine_White,Wine_White.002,18.81354331970215,0.02999114990234375,1.63780677318573,0,0
537,Pepsi,Pepsi.003,20.857927322387695,0.009076178073883057,1.6367193460464478,0,0
538,Water_Lemon,Water_Lemon.003,21.862369537353516,0.009075939655303955,1.9649845361709595,0,1
539,VitaBuzz_Zero,VitaBuzz_Zero.002,19.566059112548828,0.02999114990234375,1.8303897380828857,0,0
540,RedBull,RedBull.003,21.331188201904297,0.009076178073883057,1.8303897380828857,0,0
541,Wine_White,Wine_White.002,18.81354331970215,0.02999114990234375,1.63780677318573,0,0
542,Pepsi,Pepsi.003,20.857927322387695,0.009076178073883057,1.6367193460464478,0,0
543,Water_Lemon,Water_Lemon.003,21.862369537353516,0.009075939655303955,1.9649845361709595,0,1
544,VitaBuzz_Zero,VitaBuzz_Zero.002,19.566059112548828,0.02999114990234375,1.8303897380828857,0,0
545,RedBull,RedBull.003,21.331188201904297,0.009076178073883057,1.8303897380828857,0,0
546,Pepsi,Pepsi.003,20.857927322387695,0.009076178073883057,1.6367193460464478,0,0
547,Water_Lemon,Water_Lemon.003,21.862369537353516,0.009075939655303955,1.9649845361709595,0,1
548,VitaBuzz_Zero,VitaBuzz_Zero.002,19.566059112548828,0.02999114990234375,1.8303897380828857,0,0
549,RedBull,RedBull.003,21.331188201904297,0.009076178073883057,1.8303897380828857,0,0
550,Pepsi,Pepsi.003,20.857927322387695,0.009076178073883057,1.6367193460464478,0,0
551,Water_Lemon,Water_Lemon.003,21.862369537353516,0.009075939655303955,1.9649845361709595,0,1
552,VitaBuzz_Zero,VitaBuzz_Zero.002,19.566059112548828,0.02999114990234375,1.8303897380828857,0,0
553,RedBull,RedBull.003,21.331188201904297,0.009076178073883057,1.8303897380828857,0,0
554,Pepsi,Pepsi.003,20.857927322387695,0.009076178073883057,1.6367193460464478,0,0
555,Water_Lemon,Water_Lemon.003,21.862369537353516,0.009075939655303955,1.9649845361709595,0,1
556,VitaBuzz_Zero,VitaBuzz_Zero.002,19.566059112548828,0.02999114990234375,1.8303897380828857,0,0
557,RedBull,RedBull.005,22.89447593688965,0.5681216716766357,1.8303897380828857,0,0
558,RedBull,RedBull.003,21.331188201904297,0.009076178073883057,1.8303897380828857,0,0
559,Pepsi,Pepsi.003,20.857927322387695,0.009076178073883057,1.6367193460464478,0,0
560,MakoEnergy,MakoEnergy.003,22.94635772705078,0.009076178073883057,1.8303897380828857,0,1
561,Water_Lemon,Water_Lemon.003,21.862369537353516,0.009075939655303955,1.9649845361709595,0,1
562,RedBull,RedBull.005,22.89447593688965,0.5681216716766357,1.8303897380828857,0,0
563,RedBull,RedBull.003,21.331188201904297,0.009076178073883057,1.8303897380828857,0,0
564,Pepsi,Pepsi.003,20.857927322387695,0.009076178073883057,1.6367193460464478,0,0
565,MakoEnergy,MakoEnergy.003,22.94635772705078,0.009076178073883057,1.8303897380828857,0,0
566,Water_Lemon,Water_Lemon.004,23.4256591796875,0.5681214332580566,1.9649845361709595,0,0
567,Water_Lemon,Water_Lemon.003,21.862369537353516,0.009075939655303955,1.9649845361709595,0,1
568,RedBull,RedBull.005,22.89447593688965,0.5681216716766357,1.8303897380828857,0,0
569,RedBull,RedBull.003,21.331188201904297,0.009076178073883057,1.8303897380828857,0,0
570,Pepsi,Pepsi.003,20.857927322387695,0.009076178073883057,1.6367193460464478,0,0
571,MakoEnergy,MakoEnergy.003,22.94635772705078,0.009076178073883057,1.8303897380828857,0,0
572,Water_Lemon,Water_Lemon.004,23.4256591796875,0.5681214332580566,1.9649845361709595,1,0
573,Water_Lemon,Water_Lemon.003,21.862369537353516,0.009075939655303955,1.9649845361709595,0,1
